union_id,chrom,start,end,peak_class,annotation,figure4_feature
CTCF_union_13149,chr14,66390729,66391191,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13150,chr14,66424128,66424522,LOST,Distal Intergenic,Distal
CTCF_union_13151,chr14,66636310,66636963,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13152,chr14,66637373,66637621,GAINED,Promoter (1-2kb),Promoter
CTCF_union_13153,chr14,66783646,66783975,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13154,chr14,66784786,66785383,MAINTAINED,"Intron (ENSMUST00000071522.3/ENSMUST00000071522.3, intron 1 of 1)",Intron
CTCF_union_13155,chr14,66790657,66791054,MAINTAINED,"Intron (ENSMUST00000071522.3/ENSMUST00000071522.3, intron 1 of 1)",Intron
CTCF_union_13156,chr14,66791660,66792256,MAINTAINED,"Exon (ENSMUST00000071522.3/ENSMUST00000071522.3, exon 2 of 2)",Other
CTCF_union_13157,chr14,66796402,66796619,LOST,Distal Intergenic,Distal
CTCF_union_13158,chr14,66805199,66805570,MAINTAINED,3' UTR,Other
CTCF_union_13159,chr14,66805803,66806303,MAINTAINED,"Intron (ENSMUST00000022629.8/12934, intron 13 of 13)",Intron
CTCF_union_13160,chr14,66810960,66811350,MAINTAINED,"Intron (ENSMUST00000022629.8/12934, intron 11 of 13)",Intron
CTCF_union_13161,chr14,66823070,66823412,MAINTAINED,"Intron (ENSMUST00000022629.8/12934, intron 8 of 13)",Intron
CTCF_union_13162,chr14,66867333,66867602,GAINED,Promoter (1-2kb),Promoter
CTCF_union_13163,chr14,66873319,66873811,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13164,chr14,66908897,66909265,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13165,chr14,66910608,66911071,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13166,chr14,66911315,66911616,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13167,chr14,66953135,66953527,LOST,Distal Intergenic,Distal
CTCF_union_13168,chr14,66958729,66959303,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13169,chr14,66972504,66972908,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13170,chr14,66979511,66979705,LOST,Distal Intergenic,Distal
CTCF_union_13171,chr14,67012438,67012881,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13172,chr14,67046794,67047244,MAINTAINED,"Intron (ENSMUST00000089230.6/71978, intron 2 of 9)",Intron
CTCF_union_13173,chr14,67071684,67072453,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13174,chr14,67150060,67150301,GAINED,Distal Intergenic,Distal
CTCF_union_13175,chr14,67188563,67189192,MAINTAINED,"Intron (ENSMUST00000225163.1/ENSMUST00000225163.1, intron 2 of 6)",Intron
CTCF_union_13176,chr14,67209937,67210313,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13177,chr14,67211526,67212377,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13178,chr14,67233209,67233553,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13179,chr14,67235633,67235829,LOST,Promoter (<=1kb),Promoter
CTCF_union_13180,chr14,67272137,67272582,MAINTAINED,"Intron (ENSMUST00000022637.13/13592, intron 7 of 16)",Intron
CTCF_union_13181,chr14,67367890,67368124,GAINED,"Intron (ENSMUST00000022637.13/13592, intron 7 of 16)",Intron
CTCF_union_13182,chr14,67371149,67371594,MAINTAINED,"Intron (ENSMUST00000022637.13/13592, intron 7 of 16)",Intron
CTCF_union_13183,chr14,67541255,67541541,GAINED,Distal Intergenic,Distal
CTCF_union_13184,chr14,67548694,67549094,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13185,chr14,67584573,67585143,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13186,chr14,67599730,67600068,LOST,Distal Intergenic,Distal
CTCF_union_13187,chr14,67620748,67621220,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13188,chr14,67674582,67675122,MAINTAINED,"Exon (ENSMUST00000175674.1/ENSMUST00000175674.1, exon 1 of 1)",Other
CTCF_union_13189,chr14,67723176,67723556,MAINTAINED,"Intron (ENSMUST00000152243.7/105440, intron 1 of 10)",Intron
CTCF_union_13190,chr14,67789690,67790000,LOST,"Intron (ENSMUST00000039135.5/68813, intron 31 of 51)",Intron
CTCF_union_13191,chr14,67807292,67807547,LOST,"Exon (ENSMUST00000039135.5/68813, exon 23 of 52)",Other
CTCF_union_13192,chr14,67831083,67831308,LOST,"Intron (ENSMUST00000039135.5/68813, intron 11 of 51)",Intron
CTCF_union_13193,chr14,67933597,67934458,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13194,chr14,67935554,67935866,LOST,Promoter (2-3kb),Promoter
CTCF_union_13195,chr14,67946395,67946814,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13196,chr14,67993073,67993724,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13197,chr14,68051483,68052079,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13198,chr14,68067731,68068215,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13199,chr14,68083751,68084022,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13200,chr14,68084857,68085310,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13201,chr14,68123433,68123844,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13202,chr14,68124592,68124825,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13203,chr14,68134689,68135015,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13204,chr14,68151190,68151729,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13205,chr14,68462303,68462684,MAINTAINED,"Intron (ENSMUST00000225482.1/ENSMUST00000225482.1, intron 1 of 2)",Intron
CTCF_union_13206,chr14,68494061,68494520,MAINTAINED,"Intron (ENSMUST00000225482.1/ENSMUST00000225482.1, intron 1 of 2)",Intron
CTCF_union_13207,chr14,68556804,68557282,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13208,chr14,68688273,68688579,LOST,Distal Intergenic,Distal
CTCF_union_13209,chr14,68690068,68690612,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13210,chr14,68695714,68696145,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13211,chr14,68735681,68736193,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13212,chr14,68966859,68967082,LOST,Distal Intergenic,Distal
CTCF_union_13213,chr14,69024213,69024585,LOST,"Exon (ENSMUST00000224911.1/ENSMUST00000224911.1, exon 2 of 3)",Other
CTCF_union_13214,chr14,69028754,69028992,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13215,chr14,69134015,69134309,GAINED,Distal Intergenic,Distal
CTCF_union_13216,chr14,69141077,69141552,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13217,chr14,69145189,69145750,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13218,chr14,69146490,69147120,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13219,chr14,69159756,69160137,GAINED,Distal Intergenic,Distal
CTCF_union_13220,chr14,69181819,69182204,LOST,Distal Intergenic,Distal
CTCF_union_13221,chr14,69235893,69236396,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13222,chr14,69238166,69238613,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13223,chr14,69241464,69241961,MAINTAINED,3' UTR,Other
CTCF_union_13224,chr14,69696942,69697516,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13225,chr14,69707136,69707840,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13226,chr14,69733401,69733960,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13227,chr14,69835307,69835742,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13228,chr14,69852737,69853331,MAINTAINED,"Intron (ENSMUST00000022678.4/73523, intron 3 of 6)",Intron
CTCF_union_13229,chr14,69861004,69861844,MAINTAINED,"Intron (ENSMUST00000022678.4/73523, intron 3 of 6)",Intron
CTCF_union_13230,chr14,69862497,69862958,MAINTAINED,"Intron (ENSMUST00000022678.4/73523, intron 3 of 6)",Intron
CTCF_union_13231,chr14,69902023,69902284,GAINED,"Intron (ENSMUST00000022678.4/73523, intron 3 of 6)",Intron
CTCF_union_13232,chr14,70021223,70021682,GAINED,"Intron (ENSMUST00000022678.4/73523, intron 4 of 6)",Intron
CTCF_union_13233,chr14,70074165,70074939,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13234,chr14,70075784,70076213,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13235,chr14,70096323,70096739,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13236,chr14,70099999,70100348,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13237,chr14,70109526,70109771,GAINED,"Intron (ENSMUST00000022680.8/57784, intron 1 of 8)",Intron
CTCF_union_13238,chr14,70135167,70136032,MAINTAINED,"Intron (ENSMUST00000022680.8/57784, intron 8 of 8)",Intron
CTCF_union_13239,chr14,70148200,70148559,MAINTAINED,"Intron (ENSMUST00000035612.6/219158, intron 7 of 20)",Intron
CTCF_union_13240,chr14,70153371,70153826,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13241,chr14,70159187,70159461,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13242,chr14,70162336,70162649,LOST,Promoter (2-3kb),Promoter
CTCF_union_13243,chr14,70167937,70168359,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13244,chr14,70181057,70181641,MAINTAINED,3' UTR,Other
CTCF_union_13245,chr14,70195227,70195522,LOST,"Exon (ENSMUST00000227653.1/20410, exon 7 of 21)",Other
CTCF_union_13246,chr14,70198315,70198787,MAINTAINED,"Intron (ENSMUST00000227653.1/20410, intron 5 of 20)",Intron
CTCF_union_13247,chr14,70245348,70245650,MAINTAINED,"Intron (ENSMUST00000226259.1/ENSMUST00000226259.1, intron 1 of 3)",Intron
CTCF_union_13248,chr14,70289021,70289483,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13249,chr14,70302867,70303368,MAINTAINED,"Exon (ENSMUST00000226708.1/ENSMUST00000226708.1, exon 2 of 2)",Other
CTCF_union_13250,chr14,70346420,70346631,LOST,Promoter (1-2kb),Promoter
CTCF_union_13251,chr14,70351096,70351582,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13252,chr14,70411167,70411775,MAINTAINED,"Exon (ENSMUST00000048129.5/57746, exon 7 of 23)",Other
CTCF_union_13253,chr14,70470197,70470688,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13254,chr14,70484809,70485086,GAINED,Promoter (1-2kb),Promoter
CTCF_union_13255,chr14,70508352,70508715,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13256,chr14,70519849,70521036,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13257,chr14,70537760,70538500,MAINTAINED,3' UTR,Other
CTCF_union_13258,chr14,70545098,70545367,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13259,chr14,70549294,70549775,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13260,chr14,70578017,70578256,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13261,chr14,70592172,70592387,LOST,"Intron (ENSMUST00000022690.9/239170, intron 2 of 16)",Intron
CTCF_union_13262,chr14,70598931,70600061,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13263,chr14,70605346,70605752,MAINTAINED,"Exon (ENSMUST00000022694.16/13829, exon 12 of 16)",Other
CTCF_union_13264,chr14,70613877,70614409,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13265,chr14,70616253,70616445,LOST,Promoter (<=1kb),Promoter
CTCF_union_13266,chr14,70617957,70618655,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13267,chr14,70629257,70629854,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13268,chr14,70635603,70635971,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13269,chr14,70637548,70637972,LOST,Promoter (1-2kb),Promoter
CTCF_union_13270,chr14,70645489,70645947,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13271,chr14,70646946,70647560,MAINTAINED,3' UTR,Other
CTCF_union_13272,chr14,70682162,70682576,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13273,chr14,70769395,70770052,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13274,chr14,70780667,70781266,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13275,chr14,70806623,70807020,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13276,chr14,70832121,70832346,LOST,Distal Intergenic,Distal
CTCF_union_13277,chr14,70865380,70865872,MAINTAINED,"Intron (ENSMUST00000190896.1/73648, intron 2 of 3)",Intron
CTCF_union_13278,chr14,70889790,70890084,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13279,chr14,70890844,70891105,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13280,chr14,70894093,70894635,MAINTAINED,"Intron (ENSMUST00000022699.9/14586, intron 1 of 8)",Intron
CTCF_union_13281,chr14,71242157,71242603,GAINED,Distal Intergenic,Distal
CTCF_union_13282,chr14,71475747,71475938,LOST,Distal Intergenic,Distal
CTCF_union_13283,chr14,71670381,71670740,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13284,chr14,72027658,72027902,GAINED,Distal Intergenic,Distal
CTCF_union_13285,chr14,72043022,72043272,GAINED,Distal Intergenic,Distal
CTCF_union_13286,chr14,72187346,72187739,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13287,chr14,72293785,72294055,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13288,chr14,72300064,72300377,LOST,Distal Intergenic,Distal
CTCF_union_13289,chr14,72371856,72372384,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13290,chr14,72377229,72377675,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13291,chr14,72447123,72447567,MAINTAINED,"Intron (ENSMUST00000208955.1/ENSMUST00000208955.1, intron 40 of 54)",Intron
CTCF_union_13292,chr14,72516367,72516815,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13293,chr14,72532240,72532670,MAINTAINED,"Exon (ENSMUST00000208959.1/ENSMUST00000208959.1, exon 1 of 2)",Other
CTCF_union_13294,chr14,72555831,72556289,GAINED,"Exon (ENSMUST00000089017.11/319448, exon 23 of 26)",Other
CTCF_union_13295,chr14,72563605,72563973,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13296,chr14,72709376,72709939,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13297,chr14,72983441,72983954,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13298,chr14,73000329,73000875,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13299,chr14,73098597,73099299,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13300,chr14,73106392,73106800,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13301,chr14,73266231,73266435,LOST,Promoter (1-2kb),Promoter
CTCF_union_13302,chr14,73281112,73281354,MAINTAINED,"Intron (ENSMUST00000163932.1/ENSMUST00000163932.1, intron 1 of 1)",Intron
CTCF_union_13303,chr14,73303162,73303694,MAINTAINED,"Intron (ENSMUST00000022701.6/19645, intron 2 of 26)",Intron
CTCF_union_13304,chr14,73474684,73475122,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13305,chr14,73509548,73510559,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13306,chr14,73524466,73525331,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13307,chr14,73569889,73570200,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13308,chr14,73700209,73700670,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13309,chr14,73776074,73776502,MAINTAINED,"Intron (ENSMUST00000226696.1/ENSMUST00000226696.1, intron 2 of 3)",Intron
CTCF_union_13310,chr14,74537564,74537846,GAINED,"Intron (ENSMUST00000227527.1/ENSMUST00000227527.1, intron 2 of 2)",Intron
CTCF_union_13311,chr14,74602543,74602993,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13312,chr14,74638114,74638410,LOST,Promoter (2-3kb),Promoter
CTCF_union_13313,chr14,74643202,74643850,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13314,chr14,74709087,74709408,MAINTAINED,3' UTR,Other
CTCF_union_13315,chr14,74731933,74732730,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13316,chr14,74737907,74738127,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13317,chr14,74764035,74764786,MAINTAINED,"Exon (ENSMUST00000226799.1/380916, exon 10 of 10)",Other
CTCF_union_13318,chr14,74797865,74798060,LOST,Promoter (2-3kb),Promoter
CTCF_union_13319,chr14,74947723,74948327,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13320,chr14,74948551,74949239,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13321,chr14,74990600,74990987,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13322,chr14,75015658,75016635,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13323,chr14,75035514,75035714,LOST,Promoter (<=1kb),Promoter
CTCF_union_13324,chr14,75060543,75061000,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13325,chr14,75188561,75188801,LOST,Promoter (1-2kb),Promoter
CTCF_union_13326,chr14,75196973,75197557,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13327,chr14,75229833,75230227,MAINTAINED,3' UTR,Other
CTCF_union_13328,chr14,75309631,75309957,MAINTAINED,"Exon (ENSMUST00000022577.5/67302, exon 7 of 19)",Other
CTCF_union_13329,chr14,75330629,75331039,MAINTAINED,"Exon (ENSMUST00000022577.5/67302, exon 14 of 19)",Other
CTCF_union_13330,chr14,75375242,75375600,MAINTAINED,"Intron (ENSMUST00000227736.1/ENSMUST00000227736.1, intron 2 of 4)",Intron
CTCF_union_13331,chr14,75456842,75457229,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13332,chr14,75562050,75562293,LOST,Distal Intergenic,Distal
CTCF_union_13333,chr14,75565744,75566046,GAINED,Distal Intergenic,Distal
CTCF_union_13334,chr14,75640878,75641164,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13335,chr14,75695555,75696036,MAINTAINED,"Intron (ENSMUST00000238633.1/75272, intron 13 of 13)",Intron
CTCF_union_13336,chr14,75713752,75713970,LOST,"Intron (ENSMUST00000226686.1/338337, intron 15 of 17)",Intron
CTCF_union_13337,chr14,75721571,75722418,MAINTAINED,"Exon (ENSMUST00000226686.1/338337, exon 12 of 18)",Other
CTCF_union_13338,chr14,75727042,75727385,GAINED,"Intron (ENSMUST00000226686.1/338337, intron 10 of 17)",Intron
CTCF_union_13339,chr14,75753916,75754755,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13340,chr14,75761035,75761396,MAINTAINED,3' UTR,Other
CTCF_union_13341,chr14,75767886,75768586,MAINTAINED,"Exon (ENSMUST00000226574.1/67554, exon 7 of 7)",Other
CTCF_union_13342,chr14,75770967,75771213,GAINED,Promoter (1-2kb),Promoter
CTCF_union_13343,chr14,75786626,75787056,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13344,chr14,75829164,75829893,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13345,chr14,75835056,75835464,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13346,chr14,75845333,75846124,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13347,chr14,75870520,75870997,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13348,chr14,75871696,75872141,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13349,chr14,75875815,75876891,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13350,chr14,75899487,75899906,MAINTAINED,"Intron (ENSMUST00000088922.4/68705, intron 7 of 7)",Intron
CTCF_union_13351,chr14,75962161,75962606,MAINTAINED,5' UTR,Other
CTCF_union_13352,chr14,76077049,76077601,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13353,chr14,76081516,76081778,GAINED,Distal Intergenic,Distal
CTCF_union_13354,chr14,76110880,76111256,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13355,chr14,76119068,76119345,MAINTAINED,"Intron (ENSMUST00000022586.1/27275, intron 5 of 9)",Intron
CTCF_union_13356,chr14,76121839,76122566,MAINTAINED,"Intron (ENSMUST00000022586.1/27275, intron 5 of 9)",Intron
CTCF_union_13357,chr14,76152083,76152524,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13358,chr14,76178519,76178838,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13359,chr14,76255155,76255426,GAINED,Distal Intergenic,Distal
CTCF_union_13360,chr14,76413691,76413980,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13361,chr14,76415441,76415748,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13362,chr14,76466827,76467325,MAINTAINED,"Intron (ENSMUST00000110888.7/21807, intron 3 of 4)",Intron
CTCF_union_13363,chr14,76473256,76473886,MAINTAINED,"Intron (ENSMUST00000110888.7/21807, intron 3 of 4)",Intron
CTCF_union_13364,chr14,76474242,76474545,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13365,chr14,76479651,76480261,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13366,chr14,76488746,76489059,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13367,chr14,76502955,76503616,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13368,chr14,76504101,76504641,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13369,chr14,76556262,76556681,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13370,chr14,76740320,76740651,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13371,chr14,76773140,76773429,GAINED,Distal Intergenic,Distal
CTCF_union_13372,chr14,76875854,76876434,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13373,chr14,77008242,77008631,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13374,chr14,77011633,77012248,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13375,chr14,77036388,77037020,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13376,chr14,77053383,77053625,LOST,"Intron (ENSMUST00000048208.9/108811, intron 1 of 5)",Intron
CTCF_union_13377,chr14,77141548,77142083,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13378,chr14,77156788,77157128,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13379,chr14,77174637,77174861,GAINED,"Intron (ENSMUST00000022589.8/239188, intron 1 of 18)",Intron
CTCF_union_13380,chr14,77533572,77533957,GAINED,"Intron (ENSMUST00000022589.8/239188, intron 7 of 18)",Intron
CTCF_union_13381,chr14,77792262,77792507,GAINED,"Intron (ENSMUST00000227970.1/ENSMUST00000227970.1, intron 4 of 4)",Intron
CTCF_union_13382,chr14,77840134,77840459,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13383,chr14,77926758,77927111,MAINTAINED,"Intron (ENSMUST00000022591.15/108670, intron 1 of 11)",Intron
CTCF_union_13384,chr14,77928070,77928401,MAINTAINED,"Intron (ENSMUST00000022591.15/108670, intron 2 of 11)",Intron
CTCF_union_13385,chr14,78202882,78203087,LOST,Distal Intergenic,Distal
CTCF_union_13386,chr14,78225762,78225998,LOST,Distal Intergenic,Distal
CTCF_union_13387,chr14,78273612,78273961,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13388,chr14,78282417,78282837,GAINED,"Intron (ENSMUST00000022592.7/21943, intron 4 of 4)",Intron
CTCF_union_13389,chr14,78287777,78288390,MAINTAINED,"Intron (ENSMUST00000022592.7/21943, intron 2 of 4)",Intron
CTCF_union_13390,chr14,78482599,78483030,LOST,Distal Intergenic,Distal
CTCF_union_13391,chr14,78500660,78500901,LOST,"Intron (ENSMUST00000123853.8/219181, intron 10 of 11)",Intron
CTCF_union_13392,chr14,78510704,78511137,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13393,chr14,78553726,78553951,GAINED,Distal Intergenic,Distal
CTCF_union_13394,chr14,78576022,78576295,GAINED,"Intron (ENSMUST00000226342.2/380921, intron 29 of 29)",Intron
CTCF_union_13395,chr14,78590432,78590770,MAINTAINED,"Intron (ENSMUST00000226342.2/380921, intron 21 of 29)",Intron
CTCF_union_13396,chr14,78613540,78613919,LOST,"Intron (ENSMUST00000226342.2/380921, intron 12 of 29)",Intron
CTCF_union_13397,chr14,78627861,78628209,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13398,chr14,78653358,78653675,GAINED,Promoter (1-2kb),Promoter
CTCF_union_13399,chr14,78668215,78668788,MAINTAINED,"Intron (ENSMUST00000226342.2/380921, intron 2 of 29)",Intron
CTCF_union_13400,chr14,78669963,78670250,LOST,"Intron (ENSMUST00000226342.2/380921, intron 2 of 29)",Intron
CTCF_union_13401,chr14,78676449,78676774,MAINTAINED,"Intron (ENSMUST00000226342.2/380921, intron 2 of 29)",Intron
CTCF_union_13402,chr14,78724960,78725368,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13403,chr14,78732094,78732759,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13404,chr14,78849169,78849772,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13405,chr14,79106858,79107566,MAINTAINED,"Intron (ENSMUST00000040990.6/219189, intron 37 of 44)",Intron
CTCF_union_13406,chr14,79124466,79124973,MAINTAINED,"Intron (ENSMUST00000040990.6/219189, intron 37 of 44)",Intron
CTCF_union_13407,chr14,79134744,79135272,MAINTAINED,"Intron (ENSMUST00000040990.6/219189, intron 37 of 44)",Intron
CTCF_union_13408,chr14,79200224,79200424,LOST,Promoter (1-2kb),Promoter
CTCF_union_13409,chr14,79262704,79262955,GAINED,Distal Intergenic,Distal
CTCF_union_13410,chr14,79288362,79288585,GAINED,Distal Intergenic,Distal
CTCF_union_13411,chr14,79300773,79301879,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13412,chr14,79321258,79321533,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13413,chr14,79326919,79327456,MAINTAINED,3' UTR,Other
CTCF_union_13414,chr14,79390241,79390895,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13415,chr14,79394493,79394949,LOST,Promoter (2-3kb),Promoter
CTCF_union_13416,chr14,79465686,79465950,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13417,chr14,79467589,79468290,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13418,chr14,79480610,79481043,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13419,chr14,79487451,79487717,MAINTAINED,"Intron (ENSMUST00000040131.12/13709, intron 1 of 8)",Intron
CTCF_union_13420,chr14,79562831,79563054,LOST,"Intron (ENSMUST00000040131.12/13709, intron 3 of 8)",Intron
CTCF_union_13421,chr14,79617366,79617809,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13422,chr14,79626615,79626853,GAINED,Promoter (1-2kb),Promoter
CTCF_union_13423,chr14,79661080,79661547,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13424,chr14,79737733,79738072,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13425,chr14,79768071,79769294,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13426,chr14,79769582,79770129,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13427,chr14,79770406,79770732,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13428,chr14,79771099,79771518,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13429,chr14,79843234,79843703,MAINTAINED,"Intron (ENSMUST00000180427.1/ENSMUST00000180427.1, intron 1 of 4)",Intron
CTCF_union_13430,chr14,79912522,79913092,MAINTAINED,"Intron (ENSMUST00000180427.1/ENSMUST00000180427.1, intron 3 of 4)",Intron
