# One row per reduced non-overlapping CTCF union component (mm10, BED-style 0-based start).
# Exact-coordinate MACS2 multi-summit records were collapsed before WT and mutant intervals were reduced.
# Signal is the mean of the deposited spike-in-normalised bigWig over the complete union component.
# log2FC_norm = log2((mutant + 0.01)/(wild type + 0.01)).
chrom,start,end,union_id,peak_class,n_wt_unique_intervals,n_mut_unique_intervals,n_wt_peak_records,n_mut_peak_records,wt_norm_signal,mut_norm_signal,log2FC_norm
chr1,192834658,192835104,CTCF_union_02842,MAINTAINED,1,1,1,1,8.30997243,5.03244971,-0.72245396
chr1,192854962,192855370,CTCF_union_02843,MAINTAINED,1,1,1,1,8.73606560,6.58693220,-0.40683889
chr1,192869829,192870048,CTCF_union_02844,GAINED,0,1,0,1,5.99716727,4.07799503,-0.55529139
chr1,192880211,192880506,CTCF_union_02845,MAINTAINED,1,1,1,1,8.74840717,5.01937883,-0.80028829
chr1,192912008,192912627,CTCF_union_02846,MAINTAINED,1,1,2,1,6.57605259,8.95403774,0.44473469
chr1,192980396,192980615,CTCF_union_02847,GAINED,0,1,0,1,1.96025985,2.53304562,0.36817142
chr1,193000931,193001247,CTCF_union_02848,MAINTAINED,1,1,1,1,16.55705137,5.81037088,-1.50913386
chr1,193125910,193126206,CTCF_union_02849,MAINTAINED,1,1,1,1,16.73871256,8.64620425,-0.95224376
chr1,193130103,193130628,CTCF_union_02850,MAINTAINED,1,1,1,1,51.76793947,49.12951530,-0.07545393
chr1,193255311,193255915,CTCF_union_02851,MAINTAINED,1,1,1,1,21.58996563,19.07685861,-0.17844934
chr1,193273270,193273631,CTCF_union_02852,MAINTAINED,1,1,1,1,18.01365198,5.46554199,-1.71881768
chr1,193324266,193324591,CTCF_union_02853,MAINTAINED,1,1,1,1,14.10718096,6.00463521,-1.23090288
chr1,193330081,193330576,CTCF_union_02854,MAINTAINED,1,1,1,1,25.55964136,8.67381688,-1.55803072
chr1,193363848,193364095,CTCF_union_02855,LOST,1,0,1,0,22.01995733,4.24033993,-2.37381657
chr1,193376725,193377180,CTCF_union_02856,MAINTAINED,1,1,1,1,33.61049317,14.46711904,-1.21556635
chr1,193382784,193383590,CTCF_union_02857,MAINTAINED,1,1,2,1,29.96847663,12.08113381,-1.30997754
chr1,193386044,193386552,CTCF_union_02858,MAINTAINED,1,1,1,1,34.18070396,31.72723661,-0.10742761
chr1,193440504,193440862,CTCF_union_02859,MAINTAINED,1,1,1,1,8.71935210,4.02754765,-1.11239530
chr1,193449429,193450080,CTCF_union_02860,MAINTAINED,1,1,1,1,23.97562188,19.90613319,-0.26823228
chr1,193503913,193504287,CTCF_union_02861,LOST,1,0,1,0,21.90943774,2.69199978,-3.02011133
chr1,193575853,193576376,CTCF_union_02862,MAINTAINED,1,1,1,1,36.51429769,31.36008673,-0.21946701
chr1,193588997,193589420,CTCF_union_02863,MAINTAINED,1,1,1,1,23.52198507,10.33392427,-1.18583941
chr1,193599271,193599475,CTCF_union_02864,LOST,1,0,1,0,12.65823796,5.81952355,-1.11976599
chr1,193671833,193672059,CTCF_union_02865,GAINED,0,1,0,1,1.74917281,4.79121730,1.44850302
chr1,193673235,193673617,CTCF_union_02866,MAINTAINED,1,1,1,1,14.60566490,4.17022362,-1.80586343
chr1,193698858,193699253,CTCF_union_02867,LOST,1,0,1,0,51.59461405,1.19833296,-5.41641011
chr1,193702752,193703570,CTCF_union_02868,MAINTAINED,1,1,1,1,26.09281272,14.66162700,-0.83117641
chr1,194222919,194223429,CTCF_union_02869,MAINTAINED,1,1,1,1,33.84675348,16.49485809,-1.03655291
chr1,194607996,194608226,CTCF_union_02870,GAINED,0,1,0,1,7.93537635,5.88178093,-0.43141177
chr1,194616448,194616763,CTCF_union_02871,GAINED,0,1,0,1,5.36254310,3.57615960,-0.58316546
chr1,194618599,194620614,CTCF_union_02872,MAINTAINED,1,1,3,3,17.30671315,16.56059037,-0.06354012
chr1,194624412,194625065,CTCF_union_02873,MAINTAINED,1,1,1,1,14.05155341,11.02422510,-0.34977066
chr1,194722391,194722626,CTCF_union_02874,LOST,1,0,1,0,15.93077373,5.11459702,-1.63721119
chr1,194753187,194753703,CTCF_union_02875,MAINTAINED,1,1,1,1,13.51784463,9.97519098,-0.43807007
chr1,194761383,194761929,CTCF_union_02876,MAINTAINED,1,1,1,1,17.19151127,11.33184405,-0.60088010
chr1,194816906,194817457,CTCF_union_02877,MAINTAINED,1,1,1,1,21.30935292,9.35751680,-1.18642509
chr1,194839246,194839759,CTCF_union_02878,MAINTAINED,1,1,1,1,14.72111635,7.81718662,-0.91230102
chr1,194879493,194879965,CTCF_union_02879,MAINTAINED,1,1,1,1,50.22732068,14.85396416,-1.75694059
chr1,194951030,194951325,CTCF_union_02880,MAINTAINED,1,1,1,1,15.20468115,9.30617581,-0.70765433
chr1,194962132,194962662,CTCF_union_02881,MAINTAINED,1,1,1,1,30.90427234,24.38064997,-0.34194484
chr1,194975920,194976953,CTCF_union_02882,MAINTAINED,1,1,1,1,27.33994362,28.95024435,0.08253592
chr1,195016732,195016996,CTCF_union_02883,MAINTAINED,1,1,1,1,16.77237842,7.90449410,-1.08437815
chr1,195040393,195040812,CTCF_union_02884,MAINTAINED,1,1,1,1,28.05834340,10.84275756,-1.37088226
chr1,195130848,195131402,CTCF_union_02885,MAINTAINED,1,1,1,1,17.34379333,12.84836294,-0.43254407
chr1,195176498,195177040,CTCF_union_02886,MAINTAINED,1,1,1,1,17.56919108,11.19989193,-0.64909632
chr1,195232599,195233046,CTCF_union_02887,MAINTAINED,1,1,1,1,20.91741063,5.28766970,-1.98196401
chr1,195241230,195241604,CTCF_union_02888,MAINTAINED,1,1,1,1,6.96462714,7.86063898,0.17436467
chr10,3332842,3333311,CTCF_union_02889,MAINTAINED,1,1,1,1,39.07642699,10.95487764,-1.83377800
chr10,3367095,3367323,CTCF_union_02890,LOST,1,0,1,0,5.21683493,4.06007158,-0.36088343
chr10,3512905,3513309,CTCF_union_02891,GAINED,0,1,0,1,8.67906400,9.52332409,0.13377857
chr10,3531345,3531869,CTCF_union_02892,MAINTAINED,1,1,1,1,36.66398325,30.13278969,-0.28294403
chr10,3534319,3534822,CTCF_union_02893,MAINTAINED,1,1,1,1,27.63902805,26.72849659,-0.04831042
chr10,3562233,3562507,CTCF_union_02894,LOST,1,0,1,0,11.13525739,2.81227185,-1.98150107
chr10,3567908,3568175,CTCF_union_02895,GAINED,0,1,0,1,5.29525177,5.40766873,0.03025096
chr10,3740133,3740533,CTCF_union_02896,MAINTAINED,1,1,1,1,26.16389326,10.34955428,-1.33716660
chr10,3740731,3741540,CTCF_union_02897,MAINTAINED,1,1,1,1,17.48185466,4.43781297,-1.97551524
chr10,3943816,3944336,CTCF_union_02898,MAINTAINED,1,1,1,1,34.24728480,33.09267683,-0.04946292
chr10,3972752,3973806,CTCF_union_02899,MAINTAINED,1,1,1,1,17.87770403,20.12970314,0.17107420
chr10,3995316,3995724,CTCF_union_02900,MAINTAINED,1,1,1,1,8.29265229,6.02944830,-0.45915551
chr10,3996373,3996912,CTCF_union_02901,MAINTAINED,1,1,1,1,33.25052184,24.30240736,-0.45211805
chr10,4037148,4037854,CTCF_union_02902,GAINED,0,1,0,1,5.24681038,4.44774284,-0.23787430
chr10,4041646,4042066,CTCF_union_02903,MAINTAINED,1,1,1,1,14.73589014,7.45888588,-0.98134795
chr10,4088783,4089063,CTCF_union_02904,LOST,1,0,1,0,21.01328345,2.60615439,-3.00646842
chr10,4106225,4106587,CTCF_union_02905,MAINTAINED,1,1,1,1,8.25300620,5.72543311,-0.52676431
chr10,4333331,4333867,CTCF_union_02906,MAINTAINED,1,1,1,1,21.21013309,12.28667272,-0.78716571
chr10,4346694,4347207,CTCF_union_02907,MAINTAINED,1,1,1,1,25.08853487,17.36697652,-0.53042606
chr10,4371910,4372324,CTCF_union_02908,MAINTAINED,1,1,1,1,26.42712842,9.71664694,-1.44255102
chr10,4385417,4385731,CTCF_union_02909,GAINED,0,1,0,1,5.92872847,7.28438905,0.29663308
chr10,4386587,4386833,CTCF_union_02910,GAINED,0,1,0,1,2.77511146,4.55617256,0.71325032
chr10,4387240,4387482,CTCF_union_02911,GAINED,0,1,0,1,1.18952049,3.54392513,1.56695548
chr10,4391808,4392191,CTCF_union_02912,MAINTAINED,1,1,1,1,19.92530859,7.38269251,-1.43115413
chr10,4392637,4392874,CTCF_union_02913,GAINED,0,1,0,1,1.46555304,3.40927786,1.21243588
chr10,4404838,4405439,CTCF_union_02914,MAINTAINED,1,1,1,1,19.86332945,16.53184015,-0.26471386
chr10,4412014,4412251,CTCF_union_02915,GAINED,0,1,0,1,6.81534383,4.17633413,-0.70521426
chr10,4425314,4425562,CTCF_union_02916,GAINED,0,1,0,1,8.27027887,7.12907979,-0.21394123
chr10,4433412,4433678,CTCF_union_02917,LOST,1,0,1,0,10.66413498,1.41377539,-2.90632568
chr10,4545535,4545859,CTCF_union_02918,MAINTAINED,1,1,1,1,6.14987332,5.99427978,-0.03690948
chr10,4593929,4594233,CTCF_union_02919,MAINTAINED,1,1,1,1,16.21930823,4.15429533,-1.96245721
chr10,4598299,4598620,CTCF_union_02920,MAINTAINED,1,1,1,1,11.38714382,7.02304537,-0.69645089
chr10,4724962,4725199,CTCF_union_02921,LOST,1,0,1,0,11.71176303,4.00880288,-1.54435186
chr10,5161478,5162007,CTCF_union_02922,MAINTAINED,1,1,1,1,19.93575961,12.83312293,-0.63508602
chr10,5194782,5195501,CTCF_union_02923,MAINTAINED,1,1,1,1,5.72191172,5.65874416,-0.01598723
chr10,5317621,5318035,CTCF_union_02924,MAINTAINED,1,1,1,1,27.39165180,7.86635155,-1.79866345
chr10,5480056,5480459,CTCF_union_02925,MAINTAINED,1,1,1,1,16.61250143,6.98463794,-1.24881621
chr10,5490077,5490436,CTCF_union_02926,MAINTAINED,1,1,1,1,11.69642094,8.81949340,-0.40689749
chr10,5550591,5550994,CTCF_union_02927,MAINTAINED,1,1,1,2,9.96179355,5.25483965,-0.92146342
chr10,5554950,5555342,CTCF_union_02928,MAINTAINED,1,1,1,1,13.86335028,10.34445722,-0.42206430
chr10,5573389,5573626,CTCF_union_02929,GAINED,0,1,0,1,6.88071367,6.94300843,0.01298393
chr10,5600023,5600534,CTCF_union_02930,MAINTAINED,1,1,1,1,22.04536155,20.59848376,-0.09789105
chr10,5634381,5634743,CTCF_union_02931,MAINTAINED,1,1,1,1,16.74899137,5.01092796,-1.73890939
chr10,5637423,5637661,CTCF_union_02932,GAINED,0,1,0,1,10.84361460,5.91882567,-0.87235730
chr10,5786919,5787225,CTCF_union_02933,MAINTAINED,1,1,1,1,24.20751950,3.86207259,-2.64487320
chr10,5790619,5791112,CTCF_union_02934,MAINTAINED,1,1,1,1,27.11599788,19.82033647,-0.45196705
chr10,5800492,5800955,CTCF_union_02935,MAINTAINED,1,1,1,1,16.83545972,12.17860273,-0.46682705
chr10,5820972,5821207,CTCF_union_02936,GAINED,0,1,0,1,4.93596578,5.71801830,0.21178384
chr10,5823707,5825433,CTCF_union_02937,MAINTAINED,1,1,2,2,9.95763503,9.23680930,-0.10829561
chr10,5841336,5841849,CTCF_union_02938,MAINTAINED,1,1,1,1,11.18380079,10.25798280,-0.12454719
chr10,5846969,5847382,CTCF_union_02939,MAINTAINED,1,1,1,1,18.99707650,18.86095886,-0.01036892
chr10,5859794,5860106,CTCF_union_02940,MAINTAINED,1,1,1,1,15.67848599,7.74467580,-1.01656776
chr10,5866037,5866354,CTCF_union_02941,LOST,1,0,1,0,10.31058962,3.59564731,-1.51719521
chr10,5922033,5922361,CTCF_union_02942,GAINED,0,1,0,1,2.23370061,3.55288044,0.66716389
chr10,5923112,5923472,CTCF_union_02943,MAINTAINED,1,1,1,1,11.54177041,4.57081407,-1.33443806
chr10,6035753,6036291,CTCF_union_02944,MAINTAINED,1,1,1,1,27.93104418,11.06755757,-1.33474611
chr10,6694540,6694887,CTCF_union_02945,LOST,1,0,1,0,35.65029813,2.46665336,-3.84785490
chr10,6885216,6886183,CTCF_union_02946,MAINTAINED,1,1,1,1,12.36644608,9.65058810,-0.35741418
chr10,7068688,7068975,CTCF_union_02947,GAINED,0,1,0,1,5.75686301,7.83034345,0.44313010
chr10,7076169,7076553,CTCF_union_02948,MAINTAINED,1,1,1,1,49.98552435,13.24242245,-1.91554285
chr10,7125078,7125385,CTCF_union_02949,GAINED,0,1,0,1,3.57323007,7.58443729,1.08368240
chr10,7211159,7212405,CTCF_union_02950,MAINTAINED,1,1,1,2,8.03392867,12.09180247,0.58924975
chr10,7333114,7333854,CTCF_union_02951,MAINTAINED,1,1,1,1,29.57927226,20.34464770,-0.53971596
chr10,7391102,7391325,CTCF_union_02952,GAINED,0,1,0,1,6.53502824,7.15760178,0.13109107
chr10,7434290,7434646,CTCF_union_02953,MAINTAINED,1,1,1,1,6.60361535,3.75860073,-0.81141019
chr10,7469993,7470484,CTCF_union_02954,MAINTAINED,1,1,1,1,37.17286319,5.12573752,-2.85599449
chr10,7600662,7601104,CTCF_union_02955,MAINTAINED,1,1,1,1,30.63485528,9.93653566,-1.62337886
chr10,7673293,7673957,CTCF_union_02956,MAINTAINED,1,1,2,2,11.75649419,5.23863134,-1.16467136
chr10,7681212,7681500,CTCF_union_02957,GAINED,0,1,0,1,3.99464215,3.30875848,-0.27102969
chr10,7681728,7682073,CTCF_union_02958,MAINTAINED,1,1,1,1,17.16146048,7.63521750,-1.16738330
chr10,7695422,7695678,CTCF_union_02959,LOST,1,0,1,0,9.03479349,2.15143314,-2.06509935
chr10,7809670,7810529,CTCF_union_02960,MAINTAINED,1,1,1,1,12.40101257,13.28169573,0.09890435
chr10,7870935,7871268,CTCF_union_02961,MAINTAINED,1,1,1,1,8.37142414,4.90479893,-0.77006301
chr10,7883431,7883979,CTCF_union_02962,MAINTAINED,1,1,1,1,38.71526079,27.65746731,-0.48508437
chr10,7956281,7956549,CTCF_union_02963,GAINED,0,1,0,1,2.48763004,5.17690214,1.05431336
chr10,8177736,8177927,CTCF_union_02964,LOST,1,0,1,0,8.49075240,3.17611082,-1.41579409
chr10,8196308,8196801,CTCF_union_02965,MAINTAINED,1,1,1,1,28.95690960,14.96563895,-0.95178822
chr10,8240200,8240867,CTCF_union_02966,MAINTAINED,1,1,1,1,23.95794865,24.08498396,0.00762640
chr10,8242236,8242725,CTCF_union_02967,MAINTAINED,1,1,1,1,14.71390974,6.58909749,-1.15782018
chr10,8323195,8323661,CTCF_union_02968,MAINTAINED,1,1,1,1,27.32829810,8.62265103,-1.66304786
chr10,8391209,8391615,CTCF_union_02969,MAINTAINED,1,1,1,1,8.26087775,7.78454782,-0.08557511
chr10,8518904,8519397,CTCF_union_02970,GAINED,0,1,0,1,6.09346698,8.47659568,0.47555697
chr10,8529197,8529513,CTCF_union_02971,LOST,1,0,1,0,11.77924391,3.05417080,-1.94390257
chr10,8682787,8683340,CTCF_union_02972,MAINTAINED,1,1,1,1,30.44944611,8.73029972,-1.80113505
chr10,8715636,8716068,CTCF_union_02973,MAINTAINED,1,1,1,1,39.48597632,15.17564346,-1.37899764
chr10,8742814,8743328,CTCF_union_02974,MAINTAINED,1,1,1,1,28.08401534,21.68551945,-0.37286571
chr10,8746209,8746482,CTCF_union_02975,GAINED,0,1,0,1,1.68418830,5.02183428,1.57049017
chr10,8766233,8766560,CTCF_union_02976,MAINTAINED,1,1,1,1,16.74591183,6.36339700,-1.39453576
chr10,8778850,8779094,CTCF_union_02977,LOST,1,0,1,0,10.75721477,4.22854799,-1.34500308
chr10,8792413,8792752,CTCF_union_02978,LOST,1,0,1,0,30.95440304,3.39325591,-3.18562309
chr10,8795322,8795732,CTCF_union_02979,MAINTAINED,1,1,1,1,22.67953124,8.12225421,-1.48029958
chr10,8801013,8801367,CTCF_union_02980,GAINED,0,1,0,1,5.16281485,6.70163979,0.37571573
chr10,8961032,8961321,CTCF_union_02981,GAINED,0,1,0,1,9.17559114,7.72316098,-0.24831432
chr10,9012780,9013218,CTCF_union_02982,MAINTAINED,1,1,1,1,24.57515210,9.57921014,-1.35830339
chr10,9053307,9053821,CTCF_union_02983,MAINTAINED,1,1,1,1,22.10628721,20.15767346,-0.13306455
chr10,9071727,9071965,CTCF_union_02984,MAINTAINED,1,1,1,1,16.04073331,5.30871109,-1.59349063
chr10,9164372,9164661,CTCF_union_02985,MAINTAINED,1,1,1,1,21.66450699,8.33649823,-1.37675623
chr10,9167293,9167832,CTCF_union_02986,MAINTAINED,1,1,1,1,9.21271366,9.47270829,0.04010785
chr10,9575535,9575972,CTCF_union_02987,MAINTAINED,1,1,1,1,10.23201098,9.35581423,-0.12902268
chr10,9674550,9675412,CTCF_union_02988,MAINTAINED,1,1,1,3,6.90857194,6.20515563,-0.15468376
chr10,9676867,9677403,CTCF_union_02989,MAINTAINED,1,1,1,1,42.23285097,38.03308825,-0.15107284
chr10,9754849,9755237,CTCF_union_02990,MAINTAINED,1,1,1,1,42.10124207,18.32705791,-1.19944324
chr10,9796586,9797141,CTCF_union_02991,GAINED,0,1,0,1,4.72029327,3.97562073,-0.24712520
chr10,9813893,9814351,CTCF_union_02992,MAINTAINED,1,1,1,1,19.36203243,11.69603582,-0.72672272
chr10,10320999,10321554,CTCF_union_02993,MAINTAINED,1,1,1,1,34.45038186,22.80002736,-0.59527051
chr10,10355598,10355962,CTCF_union_02994,MAINTAINED,1,1,1,1,15.41029548,5.85447679,-1.39475610
chr10,10408128,10408584,CTCF_union_02995,MAINTAINED,1,1,1,1,25.71592253,19.01167402,-0.43557859
chr10,10557863,10558561,CTCF_union_02996,MAINTAINED,1,1,1,1,21.99175865,24.17696236,0.13661075
chr10,11082093,11082599,CTCF_union_02997,MAINTAINED,1,1,1,1,8.41104775,6.20069503,-0.43924502
chr10,11149178,11149662,CTCF_union_02998,MAINTAINED,1,1,1,1,12.99799035,12.10255450,-0.10289494
chr10,11176061,11176454,CTCF_union_02999,MAINTAINED,1,1,1,1,18.62479205,9.95586325,-0.90293204
chr10,11280515,11281261,CTCF_union_03000,MAINTAINED,1,1,1,1,12.27570261,18.45428127,0.58775674
chr10,11326567,11326846,CTCF_union_03001,GAINED,0,1,0,1,8.34194024,5.55017641,-0.58698073
chr10,11362195,11362718,CTCF_union_03002,MAINTAINED,1,1,1,1,21.43920710,13.39138747,-0.67854194
chr10,11449707,11450363,CTCF_union_03003,MAINTAINED,1,1,1,1,29.08764685,29.18783613,0.00495897
chr10,11517105,11517497,CTCF_union_03004,MAINTAINED,1,1,1,1,9.02251880,6.32474482,-0.51184185
chr10,11834155,11834368,CTCF_union_03005,LOST,1,0,1,0,7.45187896,2.24356654,-1.72732891
chr10,12005922,12006266,CTCF_union_03006,MAINTAINED,1,1,1,1,14.70816581,8.04984896,-0.86877318
chr10,12612414,12612952,CTCF_union_03007,MAINTAINED,1,1,1,1,19.31058420,12.72123264,-0.60176661
chr10,12614899,12615136,CTCF_union_03008,MAINTAINED,1,1,1,1,7.27926106,4.49344930,-0.69474215
chr10,12615823,12616132,CTCF_union_03009,MAINTAINED,1,1,1,1,9.33216037,5.51337363,-0.75820649
chr10,12643470,12643693,CTCF_union_03010,GAINED,0,1,0,1,10.14095514,6.83711288,-0.56804778
chr10,12662053,12662423,CTCF_union_03011,MAINTAINED,1,1,1,1,11.89032912,11.34814779,-0.06727389
chr10,12690601,12691084,CTCF_union_03012,MAINTAINED,1,1,1,1,15.11397535,11.60091123,-0.38135620
chr10,12919358,12919569,CTCF_union_03013,LOST,1,0,1,0,8.20938098,3.82534677,-1.09967272
chr10,12921512,12921807,CTCF_union_03014,GAINED,0,1,0,1,7.95047913,8.21982083,0.04800576
chr10,12922644,12923605,CTCF_union_03015,MAINTAINED,1,1,2,2,22.42592361,17.18793567,-0.38357517
chr10,12997134,12997428,CTCF_union_03016,MAINTAINED,1,1,1,1,26.23590548,10.27547748,-1.35148360
chr10,13016463,13017001,CTCF_union_03017,MAINTAINED,1,1,1,1,23.88834692,15.50038400,-0.62367642
chr10,13018478,13018852,CTCF_union_03018,MAINTAINED,1,1,1,1,21.01681341,6.66705875,-1.65494559
chr10,13071075,13071409,CTCF_union_03019,GAINED,0,1,0,1,4.33477963,4.66594334,0.10597444
chr10,13087153,13087678,CTCF_union_03020,MAINTAINED,1,1,1,1,32.50084485,25.19302951,-0.36732389
chr10,13193083,13193425,CTCF_union_03021,GAINED,0,1,0,1,6.11991220,10.70329680,0.80546419
chr10,13429735,13430205,CTCF_union_03022,MAINTAINED,1,1,1,1,19.85232940,13.20285493,-0.58809260
chr10,13564620,13565139,CTCF_union_03023,MAINTAINED,1,1,1,1,37.38985934,20.20774457,-0.88741078
chr10,13682566,13682867,CTCF_union_03024,MAINTAINED,1,1,1,1,15.88451776,7.17782304,-1.14490245
chr10,13868816,13869199,CTCF_union_03025,GAINED,0,1,0,1,4.39870575,4.95536323,0.17154407
chr10,13964600,13965025,CTCF_union_03026,MAINTAINED,1,1,1,1,8.41954897,5.69217730,-0.56394254
chr10,13966139,13966488,CTCF_union_03027,MAINTAINED,1,1,1,1,6.47115560,6.55873744,0.01936503
chr10,13969068,13969479,CTCF_union_03028,MAINTAINED,1,1,1,1,15.49389863,9.59988561,-0.69003988
chr10,14046969,14047271,CTCF_union_03029,MAINTAINED,1,1,1,1,15.04421061,7.00379549,-1.10189979
chr10,14082372,14082638,CTCF_union_03030,GAINED,0,1,0,1,3.17895045,5.61245172,0.81811769
chr10,14089453,14089798,CTCF_union_03031,MAINTAINED,1,1,1,1,9.45639950,6.78110365,-0.47916976
chr10,14180009,14180241,CTCF_union_03032,LOST,1,0,1,0,9.66137972,2.91798253,-1.72381477
chr10,14200313,14200771,CTCF_union_03033,MAINTAINED,1,1,1,1,19.05213509,9.45504185,-1.01002893
chr10,14217358,14217578,CTCF_union_03034,GAINED,0,1,0,1,7.78268828,5.23385409,-0.57149356
chr10,14321519,14321890,CTCF_union_03035,LOST,1,0,1,0,44.00886243,5.33121678,-3.04288152
chr10,14332679,14333052,CTCF_union_03036,GAINED,0,1,0,1,5.36475678,8.63141142,0.68506750
chr10,14390929,14391715,CTCF_union_03037,MAINTAINED,1,1,2,1,23.59381143,16.87033799,-0.48367605
chr10,14404094,14404425,CTCF_union_03038,MAINTAINED,1,1,1,1,16.90893859,6.30963001,-1.42072706
chr10,14450138,14450399,CTCF_union_03039,GAINED,0,1,0,1,7.99813611,7.47812117,-0.09686271
chr10,14451867,14452346,CTCF_union_03040,MAINTAINED,1,1,1,1,17.73483460,10.44908946,-0.76264187
chr10,14685673,14685969,CTCF_union_03041,GAINED,0,1,0,1,4.97737817,5.68940462,0.19252962
chr10,14705049,14705932,CTCF_union_03042,MAINTAINED,1,1,1,2,35.97620860,34.85262547,-0.04576289
chr10,14734254,14734711,CTCF_union_03043,MAINTAINED,1,1,1,1,25.90242302,15.54506465,-0.73625953
chr10,14860313,14860557,CTCF_union_03044,LOST,1,0,1,0,6.36993992,2.77796090,-1.19433251
chr10,15172642,15172875,CTCF_union_03045,LOST,1,0,1,0,17.64831332,4.98809143,-1.82089835
chr10,15174388,15174695,CTCF_union_03046,MAINTAINED,1,1,1,1,11.13480738,3.57142738,-1.63776509
chr10,15300014,15300518,CTCF_union_03047,MAINTAINED,1,1,1,1,39.04701934,33.29691945,-0.22975993
chr10,17721858,17724783,CTCF_union_03048,MAINTAINED,3,1,3,5,9.21376602,8.25468592,-0.15839592
chr10,17727872,17728586,CTCF_union_03049,MAINTAINED,1,1,1,1,9.54731122,7.58750256,-0.33107954
chr10,17733005,17733535,CTCF_union_03050,MAINTAINED,1,1,1,1,29.90568400,24.10667482,-0.31087105
chr10,17869949,17870340,CTCF_union_03051,MAINTAINED,1,1,1,1,27.78483008,16.02130299,-0.79392487
chr10,18022887,18023487,CTCF_union_03052,MAINTAINED,1,1,1,1,6.57273113,8.02798959,0.28814844
chr10,18055120,18056347,CTCF_union_03053,MAINTAINED,1,1,1,2,29.35940493,37.12490758,0.33846195
chr10,18139022,18139259,CTCF_union_03054,LOST,1,0,1,0,17.09318788,0.62345862,-4.75487107
chr10,18197205,18197835,CTCF_union_03055,MAINTAINED,1,1,1,1,26.98725688,18.53580123,-0.54172023
chr10,18210759,18211114,CTCF_union_03056,MAINTAINED,1,1,1,1,13.84557281,5.82714502,-1.24713154
chr10,18233782,18234262,CTCF_union_03057,MAINTAINED,1,1,1,1,9.47260905,11.07016298,0.22462314
chr10,18235194,18235535,CTCF_union_03058,GAINED,0,1,0,1,6.23898566,8.49576536,0.44481903
chr10,18236419,18236823,CTCF_union_03059,LOST,1,0,1,0,8.12363612,2.08774710,-1.95505969
chr10,18243557,18244017,CTCF_union_03060,MAINTAINED,1,1,1,1,8.54705098,5.68387035,-0.58770404
chr10,18318318,18319631,CTCF_union_03061,MAINTAINED,2,1,2,2,11.49266624,12.09988371,0.07421670
chr10,18388590,18389351,CTCF_union_03062,MAINTAINED,1,1,1,1,12.02979539,8.40239726,-0.51722199
chr10,18391568,18392054,CTCF_union_03063,MAINTAINED,1,1,1,1,29.32976574,18.50337089,-0.66428975
chr10,18393525,18394132,CTCF_union_03064,MAINTAINED,1,1,1,1,11.15288278,5.86932817,-0.92498643
chr10,18399438,18399633,CTCF_union_03065,LOST,1,0,1,0,7.25554702,2.51174760,-1.52664754
chr10,18453257,18453924,CTCF_union_03066,MAINTAINED,1,1,1,1,26.33988458,18.94687557,-0.47507544
chr10,18528420,18529031,CTCF_union_03067,MAINTAINED,1,1,1,1,28.18472326,21.92739516,-0.36203295
chr10,18545688,18546363,CTCF_union_03068,MAINTAINED,1,1,1,1,23.07724494,23.02728094,-0.00312558
chr10,18562902,18563327,CTCF_union_03069,MAINTAINED,1,1,1,1,25.09637440,10.78577438,-1.21758697
chr10,18602016,18602468,CTCF_union_03070,MAINTAINED,1,1,1,1,30.91238952,11.97176159,-1.36781178
chr10,18743660,18744023,CTCF_union_03071,GAINED,0,1,0,1,6.47765635,5.89091860,-0.13675785
chr10,18760270,18760639,CTCF_union_03072,MAINTAINED,1,1,1,1,19.56664228,7.54366440,-1.37388475
chr10,18770001,18770249,CTCF_union_03073,LOST,1,0,1,0,8.77407966,2.60621908,-1.74740778
chr10,18836016,18836227,CTCF_union_03074,LOST,1,0,1,0,15.54004734,5.08612367,-1.60944678
chr10,18840715,18841197,CTCF_union_03075,MAINTAINED,1,1,1,1,14.77932794,15.94852764,0.10977106
chr10,18904098,18904508,CTCF_union_03076,MAINTAINED,1,1,1,1,22.49912415,11.09667850,-1.01908248
chr10,18910895,18911292,CTCF_union_03077,MAINTAINED,1,1,1,1,12.60613097,4.58344689,-1.45762049
chr10,18917011,18917467,CTCF_union_03078,MAINTAINED,1,1,1,1,14.05257039,12.69829357,-0.14609000
chr10,18953738,18954018,CTCF_union_03079,MAINTAINED,1,1,1,1,17.77731133,4.35540679,-2.02666045
chr10,19014657,19015842,CTCF_union_03080,MAINTAINED,1,1,2,2,45.76614389,46.67802642,0.02845667
chr10,19185873,19186428,CTCF_union_03081,MAINTAINED,1,1,1,1,33.61296725,28.36998554,-0.24457319
chr10,19239911,19240450,CTCF_union_03082,MAINTAINED,1,1,1,1,24.09900479,22.31347055,-0.11101076
chr10,19243996,19244212,CTCF_union_03083,LOST,1,0,1,0,8.41731738,1.96162163,-2.09569075
chr10,19297710,19297976,CTCF_union_03084,MAINTAINED,1,1,1,1,13.34707617,6.01120778,-1.14947943
chr10,19491542,19491855,CTCF_union_03085,GAINED,0,1,0,1,7.79983354,7.24876492,-0.10556771
chr10,19516106,19516344,CTCF_union_03086,LOST,1,0,1,0,10.43624278,2.42139205,-2.10312970
chr10,19518768,19519143,CTCF_union_03087,MAINTAINED,1,1,1,1,32.14214858,19.74288714,-0.70285161
